id	Minimum free energy	Protein abundance
2_12231112_3	-10.9	52.922152865892
2_12231222_3	-8.5	84.9967406624432
2_12232111_2	-10.9	43.6655901371748
2_12232122_2	-8.5	66.7649241879124
2_12311111_1	-9.7	73.211934385824
2_12311113_2	-9.1	18.0851973839548
2_12312112_3	-8.1	84.406583915594
2_12312113_2	-8.5	84.6580342404283
2_12312121_1	-8.2	63.1836228695038
2_12321112_2	-8.1	35.1940821398715
2_12321121_1	-8.5	74.4402281455693
2_12321211_2	-10	87.0376632152968
2_12321222_2	-8.5	67.8439859390451
2_12322113_3	-8.1	62.5223058579812
2_12322123_1	-8.1	44.9960501971157
2_12331111_1	-8.5	67.670902385773
2_12331213_2	-7.9	57.9854344767902
2_12331222_1	-9.1	24.9329785916428
2_12331223_3	-9.6	54.8559526426346
2_12332112_2	-8.7	54.4616387477374
2_13111112_2	-7.2	82.8699015154692
2_13111113_2	-7.1	28.323169892478
2_13111121_1	-5.3	71.1254280459639
2_13111212_2	-6.7	59.7667798818406
2_13111222_1	-7	75.8717648280101
2_13111223_2	-7.3	87.3443702991123
2_13112112_1	-6.9	26.413011120515
2_13112122_1	-7	90.5169270004402
2_13121121_2	-7.4	30.2300873886151
2_13122111_2	-7.3	56.729896798741
2_13122113_1	-7	62.5499047576828
2_13122123_2	-6	45.4346762931215
2_13131111_2	-7.2	46.6152525387663
2_13131112_2	-7.2	81.8334324466736
2_13131113_1	-6.9	57.7190862178093
2_13131121_1	-7.2	37.4091844842356
2_13131213_2	-7	100
2_13131222_1	-7.3	63.8876662034416
2_13132111_2	-7.2	81.4409993982577
2_13132112_1	-6.6	26.3015244621782
2_13132113_1	-6.9	52.3207586539868
2_13132121_1	-7.2	50.8968339874697
2_13132122_1	-6.1	55.150325987955
2_13132123_1	-6.9	94.6429788444638
2_13211122_1	-6.3	49.2759378117158
2_13211222_1	-7.5	63.2229003114903
2_13231111_1	-7.1	81.9339297980066
2_13231112_2	-7.2	82.6269722065274
2_13231222_2	-6.9	49.748085037662
2_13232111_3	-7.2	33.4234800458402
2_13311112_2	-7.2	76.9880177492966
2_13311121_1	-6.7	76.7735602929391
2_13312111_1	-5.6	76.4446574799987
2_13312113_1	-5.3	74.2504487599557
2_13312123_2	-5	66.8773778233532
2_13331112_1	-6.9	70.3936250990335
2_13331122_2	-6.7	86.3464290030507
2_21111111_1	-13.7	19.0768801335837
2_21111211_2	-12.1	32.9349813395658
2_21111213_2	-14.6	23.0165056403508
2_21112111_1	-13.8	16.3277655072837
2_21131111_1	-14.9	35.6622741673767
2_21131123_2	-14.7	7.79894299765917
2_21131213_1	-13.7	64.1203987368982
2_21132122_1	-11.9	67.3440326822655
2_21221211_2	-13.3	29.6491097062362
2_21221221_3	-14.7	23.0192638630107
2_21221223_3	-12.1	19.0138179743172
2_21231111_3	-15	27.120360181312
2_21231121_2	-15	9.07519786365693
2_21231211_1	-12	33.366904516981
2_21311122_2	-12.2	16.9927975321674
2_21312121_2	-13.2	13.5651462591665
2_21321122_3	-12.6	36.3245244930343
2_21322122_3	-14.7	11.6842895780783
2_21331121_3	-12.6	17.3975289413931
2_21331223_2	-14.7	13.8318203954492
2_22111121_2	-9	80.4022914766186
2_22111221_1	-8.1	67.9170889582546
2_22112121_2	-11.2	77.0212246619222
2_22121121_3	-8.6	57.2252913536797
2_22122121_1	-8.5	69.5564305223549
2_22131112_3	-8.1	62.1918350815368
2_22131121_1	-10.2	61.0511545030284
2_22131122_2	-9.6	82.991170623979
2_22131212_1	-8.1	18.8481143273871
2_22131222_2	-11.4	56.0926059365059
2_22131223_1	-8.2	80.516313260345
2_22132123_3	-10.6	46.0779756707784
2_22221213_2	-8.2	96.3007070819621
2_22231122_2	-11.2	20.3190101395035
2_22231223_3	-8.5	36.6439858457716
2_22311223_2	-7.6	34.4168922418073
2_22331223_2	-10	41.0033552828366
2_23112122_2	-6.2	83.014952894476
2_23121121_1	-6.6	92.8209718079354
2_23131122_2	-7.2	96.9775491299286
2_23131221_1	-5.6	17.2773887915968
2_23132111_1	-6.6	29.0171657518641
2_23132112_1	-6.9	92.9741423015256
2_23132121_1	-5.5	83.1700991426913
2_23211223_2	-7.2	84.1071629559935
2_23221221_1	-6.6	75.7433937123969
2_23331212_2	-7.2	40.3321612228851
2_23331213_2	-6.3	92.0449179088143
2_23331221_2	-6	45.3612215473472
2_23332123_3	-6.4	75.3110913724751
2_31111112_3	-12.6	20.6203951577521
2_31111121_1	-20.4	2.51529872053353
2_31111221_2	-16.9	2.82779353865293
2_31121112_3	-13.7	13.5880829591057
2_31131121_1	-11.8	20.6508140701631
2_31131123_1	-15.1	18.025851233017
2_31131212_2	-11.8	20.7933972522966
2_31132111_1	-14	22.2571970214673
2_31221121_1	-16.3	10.3015947218581
2_31231211_3	-13.6	25.6697602655564
2_31232122_3	-11.9	10.9956404243613
2_31311123_1	-11.8	7.08938680174075
2_31312123_1	-12.7	14.6095279164548
2_31321113_1	-14	10.6234083482199
2_31321223_3	-11.9	28.9686759054484
2_31331112_1	-13.1	8.47226235382361
2_31331122_1	-11.6	27.3372986541988
2_31331213_1	-15.8	16.959625984373
2_31331222_1	-12	72.8189117983405
2_32111213_1	-10	72.7897788085993
2_32111221_2	-9.1	91.0434540338535
2_32112111_1	-8.9	71.2007341802589
2_32112121_1	-11.2	81.4149689908988
2_32112122_2	-9.3	39.8548065354861
2_32121122_2	-8.5	88.0604154617163
2_32122121_2	-9.9	88.8264842681962
2_32131122_1	-10.4	47.234515903842
2_32132123_1	-8.8	42.9371431495702
2_32211113_1	-10	53.6230184429757
2_32211211_2	-9.6	46.5816709409101
2_32212111_3	-10.6	38.2925268115828
2_32221111_3	-11.2	48.8719111286562
2_32221211_2	-9.8	88.6662962502295
2_32222112_2	-10.2	42.8469916906112
2_32231122_1	-10	42.9489659612115
2_32231213_1	-8.2	51.2389101382586
2_32231222_3	-10	38.9310496833127
2_32312122_2	-9.9	33.7644088476469
2_32321211_3	-9.5	58.8830730525188
2_32331112_2	-9.5	63.3233494806213
2_33111111_1	-5.7	71.309683433199
2_33111121_1	-7.1	65.5406970453726
2_33112121_1	-6.4	54.4640269269912
2_33112122_1	-6.7	88.85305601469
2_33122122_1	-7	89.0066415665087
2_33122123_3	-6.2	73.6527320600126
2_33131121_1	-7.3	92.8795933404598
2_33131213_2	-6.1	66.0454733926781
2_33132111_1	-7.2	89.9893277187148
2_33132122_2	-7.3	70.3018039244508
2_33211111_1	-7.4	73.0906343290108
2_33211121_1	-5.5	93.4289422598558
2_33211223_3	-6.6	86.5834254829826
2_33221112_2	-7.2	28.8805900496657
2_33221222_2	-7.5	83.1760365073333
2_33222121_2	-7.2	89.7817860317465
2_33222122_2	-5.9	89.5321921917188
2_33231112_1	-7.5	68.749064267898
2_33231123_3	-6.1	60.2006807569247
2_33231211_1	-7.3	69.2455872046494
2_33312121_2	-6	89.630420518155
2_33312123_3	-7.3	80.5767987314184
2_33321211_2	-6.2	99.8641923708812
2_33321223_1	-5.3	69.3686025047364
2_33331213_2	-5.9	86.0322442397746
20_11111111_1	-11.9	56.4821853099746
20_11111112_1	-12.2	26.3238717747683
20_11111113_1	-12	39.9931962555042
20_11111121_3	-12.3	26.9618650229819
20_11111123_1	-12	49.6658753766772
20_11111211_3	-13.8	24.5977455114249
20_11111212_1	-11.9	24.8175282673955
20_11112111_1	-12.3	42.0814544503024
20_11112123_1	-11.9	37.9429536498014
20_11121111_1	-12.8	31.8881183730841
20_11121113_1	-12.2	47.4853814544662
20_11121122_2	-12	53.9515146278341
20_11121222_3	-13.2	29.4368159240118
20_11122122_2	-12.9	25.4977419208628
20_11131112_1	-12.5	16.9084499057942
20_11131121_3	-12.4	44.3530917426727
20_11131122_1	-12.5	33.0084445476702
20_11131221_1	-13.2	13.7031752209725
20_11131223_1	-12	64.186225301777
20_11132112_2	-12	51.2973957069719
20_11132113_2	-12.9	23.6375084861879
20_11132122_2	-11.7	42.4593934631157
20_11132123_1	-12.1	73.6440564422535
20_11211112_1	-12.2	53.2421652671855
20_11211113_1	-12.1	69.9257299951048
20_11221122_3	-16.4	8.85380878547332
20_11221123_2	-11.9	35.8151623334059
20_11221222_1	-12.9	29.507819789119
20_11222111_1	-12.2	16.4761615142774
20_11222123_1	-12	72.9020307225711
20_11231122_2	-12	15.8735047155952
20_11231212_1	-13.3	45.1655382491363
20_11232121_1	-13.4	20.6429809031627
20_11311111_1	-12.3	16.004928492748
20_11311112_1	-12.1	8.52004542606747
20_11311113_1	-13.2	NA
20_11312111_1	-11.8	28.4891981039357
20_11312112_2	-12.3	49.9017353129609
20_11321111_1	-12.6	20.3311633181886
20_11321123_1	-12	22.9072899749927
20_11321211_1	-11.7	7.87208260495361
20_11322112_2	-12.1	17.62576621367
20_11331111_2	-11.9	38.2961720739406
20_11331121_1	-12.2	24.7954957553952
20_11331123_1	-15.1	12.2135691525259
20_11332112_1	-12.1	43.0139915592171
20_11332122_2	-13.7	23.7683593734914
20_11332123_1	-11.7	62.7081575537562
20_12111112_1	-9.7	63.5956467076837
20_12111113_2	-9.1	79.1196387854113
20_12111122_1	-8.5	45.6926778855799
20_12111211_3	-8.5	71.1882099150501
20_12111223_2	-9.8	63.5734908686574
20_12112111_3	-9.9	90.1925960915773
20_12112112_1	-7.7	62.3135770944591
20_12112113_3	-10.8	62.5757226409119
20_12112122_2	-8.9	85.117653791693
20_12112123_3	-11.2	59.4305716647542
20_12121111_2	-8.5	73.7530718371159
20_12121112_3	-8.1	73.3967405159837
20_12121121_2	-7.9	72.2025624025351
20_12121212_2	-7.7	95.83626303989
20_12121221_2	-10	77.460612884136
20_12122111_2	-8.3	67.9254819695429
20_12122113_2	-9.9	72.3649150495468
20_12122122_3	-8.5	70.3541195929235
20_12131112_1	-8.3	78.8709158252057
20_12131121_2	-8.1	86.0490873384223
20_12131122_1	-8.1	80.8237751909585
20_12131123_3	-10.1	56.1475437437
20_12131221_3	-8.1	81.9798070216474
20_12132112_2	-7.9	54.8030987321244
20_12132121_1	-10.9	93.8154530956136
20_12132123_2	-8.9	100
20_12211111_3	-7.8	82.7257198350237
20_12211211_3	-7.9	73.9120375942895
20_12212121_1	-9.4	91.1802665848555
20_12221112_2	-9.4	94.0900302096886
20_12221121_3	-8.4	85.9847394888525
20_12222113_2	-8.2	82.9103454808595
20_12231122_2	-7.9	51.6425824995365
20_12311111_1	-7.6	64.7446620046903
20_12311122_2	-7.8	77.1886627153192
20_12311211_1	-9.8	92.6804567734849
20_12312112_1	-8.6	58.3095350010723
20_12321212_3	-8.4	86.8927465343961
20_12322112_1	-9.9	82.085650494978
20_12322122_1	-8.9	37.9273091122274
20_12331221_1	-8.2	72.6648615658917
20_12332112_1	-10.9	38.642021189705
20_13111122_2	-5.4	86.7657740964862
20_13111211_1	-7.5	63.3507996568398
20_13111213_2	-7.5	81.6214911317904
20_13111221_3	-6.4	80.2844490007853
20_13111222_2	-6.9	72.6724053194812
20_13112111_1	-7.4	50.8148550811038
20_13121123_2	-7.4	94.5715990517267
20_13121213_2	-5.1	62.8381324884756
20_13121223_1	-7.5	56.8517015341085
20_13122113_3	-6.2	44.8308088225069
20_13131113_1	-6.4	49.7570226245274
20_13131211_2	-7.4	88.4332008041577
20_13132112_2	-7.2	59.9935827126532
20_13132123_1	-7.1	44.4691410781333
20_13211123_1	-7.2	78.3992393244388
20_13211223_2	-7.3	96.6457383676928
20_13212122_3	-7	45.7563493969033
20_13222112_2	-6.8	92.3033814725542
20_13231211_3	-6.7	85.4335962695467
20_13231223_2	-7.5	3.94416345488423
20_13311111_2	-6.3	70.6646458359551
20_13311112_1	-7.1	42.6217691475297
20_13311122_2	-4.7	80.3996240120679
20_13311211_1	-7.1	63.0264726285327
20_13311213_1	-4.6	85.7247422578263
20_13311221_1	-4.5	67.859541161423
20_13311222_3	-7.2	66.3426548666797
20_13312111_1	-4.5	92.5434002197911
20_13312121_1	-5.5	96.4235159847836
20_13321113_1	-6.4	93.1255502772612
20_13321121_2	-7.3	82.6215675426538
20_13321221_2	-5.2	78.3879434280076
20_13332121_2	-3.6	99.7199754322069
20_13332123_3	-7.2	76.1839661195617
20_21111123_1	-12.1	25.3824210896679
20_21112113_2	-12.1	55.6519046894197
20_21121223_1	-12.4	69.978082569788
20_21122112_2	-11.8	43.7080017835054
20_21131122_1	-12.9	22.7230994966071
20_21132123_2	-12.2	71.335702088476
20_21212123_2	-11.9	60.8427870142332
20_21231112_2	-14.4	14.5141352245491
20_21231223_1	-12	42.2810321355112
20_21232113_3	-12.8	39.8456904264967
20_21232123_2	-12.1	49.5889084311583
20_21311111_1	-13.6	9.85338545307968
20_21311123_1	-11.9	22.8441351083799
20_21311211_1	-12.3	21.6823537156125
20_21312111_1	-11.6	13.5800037592398
20_21322113_2	-12.8	33.9352759998024
20_21322123_3	-12.1	43.9374365648261
20_21331111_1	-11.8	34.2747880274404
20_21331121_2	-12	33.8537150942896
20_21331123_1	-12.7	10.7570151967919
20_21331211_2	-12.3	38.5399473572761
20_21331222_3	-12.5	30.0393692745406
20_21331223_2	-12	21.583899089343
20_22111222_2	-9.7	92.0501784156693
20_22111223_1	-7.8	89.3311197833718
20_22112112_3	-8.9	87.2321888049738
20_22121113_2	-8.6	92.5492023236556
20_22131122_1	-8.1	69.5425054935652
20_22131221_2	-7.6	89.9631796656191
20_22131222_1	-9.6	84.0339424306958
20_22212123_1	-7.7	74.1705186712663
20_22311122_2	-7.7	62.1836474881137
20_22311123_3	-8.8	88.949358268649
20_22312111_1	-7.9	96.8156773306442
20_22331211_1	-7.6	70.4498689228861
20_22331212_3	-9.4	32.5525046463818
20_22331221_1	-10	46.6138538127854
20_23111111_3	-7.1	92.0324952168712
20_23111113_2	-6.9	79.5501460775776
20_23111223_1	-6.7	59.5630760723683
20_23112111_2	-7.1	63.2745399049539
20_23112113_1	-7.1	87.0255739097473
20_23121222_2	-5.8	97.4865144596136
20_23122112_2	-6.9	90.595110527531
20_23131113_1	-7.4	47.2764826823181
20_23131123_1	-7.2	87.7962159851903
20_23132111_2	-7.5	87.0499324584103
20_23231221_2	-7.3	93.6036202281443
20_23231223_2	-7.1	45.9478174015496
20_23321123_2	-6.4	96.9059326156514
20_23332122_2	-5.2	93.5281063616063
20_23332123_2	-6.1	83.0182691650969
20_31111112_2	-11.6	73.9824048019455
20_31111212_2	-11.7	49.1315322761271
20_31111221_1	-14.4	45.3729237759949
20_31121221_2	-11.9	19.3617689927401
20_31121223_2	-11.9	39.0412295096463
20_31122112_1	-11.8	58.0915577133203
20_31132123_2	-14.1	18.3474840360577
20_31222122_2	-12.5	20.0311815103616
20_31232113_1	-12.1	55.936771143586
20_31232123_2	-13.7	6.84379069090499
20_31321113_1	-12.4	9.44152627856594
20_31321211_1	-12.4	26.8032793496601
20_31321213_3	-15	11.5131634412996
20_31322113_1	-11.6	36.4216809768208
20_31322122_3	-11.9	20.0969426421137
20_31331112_1	-11.6	71.2692885214042
20_31332112_2	-13.5	6.39724633903212
20_31332122_3	-11.9	40.7964102747823
20_32112113_1	-8.7	90.3197054068239
20_32121113_2	-7.9	24.9057795257714
20_32122113_3	-11.5	68.1643501079798
20_32122121_2	-7.9	96.7755450853846
20_32122123_2	-8.1	46.9274357738787
20_32131113_2	-8.6	97.020064792219
20_32131123_1	-8.3	85.3074171325294
20_32311111_2	-7.6	86.6752467983769
20_32321113_2	-8.2	94.2256795266603
20_32321122_1	-9	51.431445403677
20_32321123_1	-8.7	52.9014507017297
20_32331112_2	-10	99.8522150401441
20_32331113_2	-9.3	82.8796984869948
20_32331123_1	-8.2	89.9009833327318
20_32331211_1	-10.6	36.2053742690965
20_32332113_3	-8.7	59.1611409262449
20_33111113_1	-6.7	74.8630218286268
20_33111211_3	-6.5	82.4938018622984
20_33111212_1	-5.7	66.7254222614488
20_33112113_2	-6.6	86.6399670057524
20_33112123_1	-6.2	81.7773178418297
20_33231111_2	-7.5	94.4024435417577
20_33231112_3	-7.5	87.5188054670957
20_33231211_2	-7.1	90.3438713013704
20_33311113_2	-6.4	91.7463283530185
20_33311213_2	-7.4	83.4760461529037
20_33321123_2	-6.1	97.3312727150204
20_33321213_1	-6	90.8202134755134
205_11111111_1	-14.2	77.8930089552323
205_11111112_1	-12.5	7.02045441847911
205_11111113_1	-12.1	27.529344153081
205_11111121_1	-12	46.1760358015706
205_11111122_1	-11.8	33.7442768722381
205_11111123_1	-11.9	9.7770094206113
205_11111211_2	-12	11.1313092567547
205_11111212_1	-12.6	3.82599250349352
205_11111213_1	-12.1	6.79720913304496
205_11111221_1	-11.9	49.2277940130733
205_11111222_1	-11.9	3.20547928623546
205_11112111_1	-14.3	12.2912783050306
205_11112113_1	-13.5	41.3347816870008
205_11112121_1	-12.6	16.3635153689276
205_11112122_1	-13.5	23.1806340660862
205_11112123_1	-11.7	70.0416834341121
205_11121111_2	-12.5	31.5820183337308
205_11121112_1	-13.6	NA
205_11121113_1	-11.6	48.2952268730562
205_11121123_1	-13.2	45.3377787718622
205_11121212_3	-12.8	79.1085853628832
205_11121221_1	-12.6	82.1701670045926
205_11121223_2	-11.9	46.3315060467554
205_11122111_1	-12.3	4.36513655217877
205_11122113_1	-12.9	55.5837264389433
205_11122123_2	-14.1	66.490562602551
205_11131113_1	-16.7	1.85920490914236
205_11131121_1	-11.8	37.2789746704698
205_11131122_2	-12.6	57.0954096564147
205_11131123_1	-11.9	5.96909196995868
205_11131211_1	-12.7	44.7098115716002
205_11131221_1	-12.7	45.9054462070982
205_11132112_1	-13.5	11.2605437906349
205_11132113_1	-11.9	41.0182961412873
205_11132123_1	-11.9	27.5647098831773
205_11211113_2	-15.7	14.149171606643
205_11211122_1	-11.7	11.6496686868342
205_11211123_1	-11.6	13.6982796425806
205_11211211_1	-13.8	70.6606353752959
205_11211222_2	-12.4	14.2880935091475
205_11212113_1	-11.8	14.9330169980709
205_11212121_1	-11.9	19.4809746819648
205_11212122_1	-13.4	45.5809911474265
205_11212123_1	-12.6	43.8780296291696
205_11221112_2	-12.2	52.8245315813052
205_11221113_1	-12.5	63.9773988592648
205_11221122_1	-12	61.6502510699534
205_11221123_1	-12	55.4887555573751
205_11221212_1	-12	37.8316062526136
205_11221213_1	-16.3	14.9138023580923
205_11221221_1	-13.1	30.7722332868278
205_11221222_3	-12.9	58.7306470461738
205_11221223_2	-11.6	55.6237303945895
205_11222112_2	-11.8	67.3643370409642
205_11222113_1	-13	59.4503474343886
205_11222122_1	-11.8	48.1549567026771
205_11222123_1	-12.9	43.7637533049267
205_11231111_1	-14.4	81.5198322842121
205_11231113_1	-11.7	48.2964421173579
205_11231121_1	-12.9	15.0567877811091
205_11231122_2	-11.8	46.2616239131208
205_11231213_1	-12.9	14.6501533203602
205_11231221_1	-11.6	14.6612455126649
205_11231222_2	-11.9	37.7312203788864
205_11232112_1	-12.1	69.8995797485471
205_11232113_2	-11.8	19.9642619516815
205_11232122_1	-12	13.2397180077947
205_11311111_1	-11.8	15.4084927154704
205_11311112_1	-12.3	16.6559169337139
205_11311113_1	-13.5	21.8034429765507
205_11311123_2	-11.6	40.3179477837883
205_11311212_1	-14.3	11.0327431935243
205_11311223_1	-11.8	29.3195163175524
205_11312123_1	-12.7	9.22931129406188
205_11321111_1	-13.2	53.2029581310235
205_11321121_2	-13.3	34.3732672597518
205_11321122_1	-11.8	11.2381218764957
205_11321123_1	-12.3	12.5015714729798
205_11321211_1	-12.3	23.0249203867173
205_11321221_1	-12.6	27.3101222188017
205_11321222_1	-11.6	12.0781930817778
205_11322112_1	-12.3	31.0027901040492
205_11322122_1	-14.2	13.5126101070061
205_11322123_1	-12.1	8.99616941653393
205_11331112_2	-11.7	34.1417242294437
205_11331113_1	-13.7	9.95385812658864
205_11331121_1	-12.8	11.2939976191202
205_11331212_2	-12.6	20.8247422640609
205_11331213_3	-16.8	13.731219571873
205_11331222_1	-12.1	50.9690546474881
205_11332121_2	-12.4	19.2645500126222
205_11332122_1	-12.4	41.3910986267275
205_11332123_1	-12.3	31.2698778454173
205_12111111_2	-10.3	19.5255662765918
205_12111112_1	-7.9	64.4645677505836
205_12111113_1	-9.7	55.0841180490348
205_12112111_1	-9.7	8.11153396823637
205_12112121_1	-10.6	43.4695282439929
205_12112122_1	-9.9	67.608599572025
205_12112123_1	-9.1	73.1497409773892
205_12121111_2	-8.3	84.5608046764288
205_12121122_2	-9.6	25.1372544806164
205_12121212_1	-8.2	70.1954241161311
205_12121221_1	-9.2	5.39846273360152
205_12121222_2	-9.5	66.2488933759105
205_12122113_1	-8.2	42.2082388148596
205_12122123_1	-8.3	67.005163771005
205_12131211_1	-10.2	45.0059609669459
205_12131212_2	-7.8	43.3805063600797
205_12132111_1	-8.7	5.61613440181618
205_12132113_1	-10.7	21.4331200974329
205_12132121_1	-8.6	13.4759896218936
205_12132122_1	-10.9	1
205_12132123_3	-10.4	39.0650991194283
205_12211111_2	-9.1	69.3831513030223
205_12211113_2	-9	37.534840361364
205_12211123_1	-9.3	37.6024082234914
205_12211222_1	-10.2	72.2271759085691
205_12212111_1	-10.5	30.6680747033386
205_12212121_2	-9.5	52.6840075974571
205_12212123_1	-10.3	54.1332731493361
205_12221121_1	-9.4	50.2234057539181
205_12221122_3	-10.4	41.7641528154395
205_12221123_2	-11.2	82.3568583461705
205_12221212_1	-8.5	42.7340294185624
205_12221221_3	-7.7	71.4008027771403
205_12221222_1	-8.7	42.9643165422803
205_12231121_1	-10.5	47.8278067026324
205_12231212_2	-11	58.4696556544072
205_12231213_1	-8.6	71.3498842894945
205_12232111_3	-10	44.2929938339674
205_12232113_1	-9.7	73.7456430947954
205_12311111_2	-11.2	23.3367118786396
205_12311112_1	-9.4	46.260122581404
205_12311121_1	-8.7	39.5790353573051
205_12311122_1	-9	34.998570447635
205_12311211_2	-7.7	60.376337624534
205_12311213_1	-9.3	48.2909294312462
205_12312111_2	-7.6	24.5974983203112
205_12312112_1	-7.7	40.691967718488
205_12312121_2	-9.9	24.4650721550651
205_12321122_1	-7.9	66.86561860458
205_12321213_2	-10	49.5718222392245
205_12322111_1	-9.2	45.3477882500667
205_12322122_1	-9.4	52.4089585921238
205_12331111_3	-8.8	30.9996718483166
205_12332111_1	-8.2	71.6215231554097
205_12332112_2	-9.7	28.1129543638303
205_12332113_3	-8.4	39.6381929641424
205_12332121_1	-8.6	39.4560282834042
205_13111112_3	-7.2	69.673339636369
205_13111113_1	-6.3	29.4526314960284
205_13111121_1	-6.7	75.1903419834918
205_13111122_1	-7.4	52.3716302238789
205_13111123_2	-7.1	69.2841670203431
205_13111211_1	-7.1	18.0147874994367
205_13111221_1	-7.5	74.5595516719345
205_13111222_2	-7.2	59.2675605620984
205_13112111_1	-6.9	34.900030787952
205_13112112_1	-6.2	35.0804548248893
205_13112113_1	-6	78.9895007930012
205_13112121_1	-6.6	47.7824726321293
205_13112122_1	-6.6	74.3335850439134
205_13121111_1	-6	35.6004476975099
205_13121112_2	-7.4	49.060194698623
205_13121122_3	-6.7	48.800541995637
205_13121123_1	-6.4	18.0015213019115
205_13121211_1	-6.1	9.34192441689279
205_13121221_1	-6	29.4601097234719
205_13121222_1	-7.4	62.5968972613603
205_13121223_2	-7	76.6542400947762
205_13122111_1	-7.2	51.2179464933678
205_13122112_2	-6.7	35.2441623071508
205_13122121_2	-6.9	77.684039438441
205_13131112_1	-7	18.8422598363456
205_13131113_1	-6.4	44.7378779459638
205_13131121_1	-7.3	18.0797071002031
205_13131123_1	-7.5	20.3978268627682
205_13131211_3	-6.2	46.7424565795663
205_13131213_2	-6.1	21.2291740070102
205_13131222_3	-5.4	11.4024888942944
205_13132111_2	-7.4	31.2906514123326
205_13132112_1	-7.5	14.1760674978887
205_13132113_1	-7.4	74.8214311065
205_13132122_1	-7.5	41.8166274293136
205_13211113_1	-5.8	63.500017127924
205_13211121_1	-6.7	61.2874157090012
205_13211122_1	-5.3	39.1829683444346
205_13212111_1	-7.5	70.4790605660457
205_13212113_1	-7	67.5584464353071
205_13212121_1	-7.3	72.6312423441523
205_13221113_1	-7.1	60.216755561384
205_13221121_1	-7.1	51.24539236529
205_13221213_3	-7.2	80.0452747692429
205_13221221_3	-5.9	73.6381117268105
205_13222112_1	-6.7	86.8243817060183
205_13222123_1	-7.5	64.5518910733126
205_13231112_3	-6	76.838750042258
205_13231121_1	-5.5	38.1654856612482
205_13231221_1	-7.2	31.0999788850671
205_13232113_1	-7.2	37.4330742788219
205_13311213_2	-6.6	85.0337583684715
205_13312112_1	-6.8	25.4728875564548
205_13312113_1	-7.1	38.6087807042516
205_13312121_1	-7.3	56.9195456422382
205_13321111_1	-6.4	31.6757264030005
205_13321112_2	-7.5	81.713776576126
205_13321123_2	-6.4	49.2287388894608
205_13321212_1	-7.4	71.7725084786958
205_13321221_2	-7.4	40.6820238337379
205_13321223_2	-6	37.5434792298043
205_13322113_1	-6.9	79.7547237223982
205_13331113_1	-6.8	75.2848597397955
205_13331223_2	-6.1	85.1675347157882
205_13332112_1	-6.2	99.518877912066
205_13332121_1	-6.3	58.4224893932888
205_13332122_1	-7.4	76.0510141293057
205_21111113_2	-12.7	18.6356942734519
205_21111123_1	-12.5	14.4462693836669
205_21111213_3	-16.4	10.9058605019108
205_21112112_2	-13.8	12.5469662096429
205_21112113_1	-12.8	29.6371603353652
205_21112121_2	-12.8	21.9976767726538
205_21112122_3	-14.2	22.8605519637028
205_21121112_2	-12.2	6.19159317619908
205_21121221_2	-13	25.4014763381242
205_21131221_1	-13.5	6.24920464341255
205_21211121_1	-11.7	32.4125299587594
205_21212121_2	-12.8	39.0159570509173
205_21231113_1	-11.6	18.0553732666458
205_21231123_1	-13.3	58.8962557500323
205_21231221_1	-11.9	13.5027324521912
205_21232113_3	-16	8.92214601948341
205_21311113_1	-15.9	11.6334923611116
205_21311121_3	-12.2	8.05582333123508
205_21312111_2	-13	34.9885490401021
205_21312121_1	-11.9	19.9833798156443
205_21321111_2	-12.7	20.6745095855066
205_21321211_1	-12	53.9266578370642
205_21331223_2	-17.3	10.4724230485484
205_21332113_1	-11.6	62.5860237038215
205_22111111_2	-9.9	63.378072429918
205_22111121_2	-10	65.641065891251
205_22112122_3	-9.7	84.4878802001334
205_22121223_2	-11	38.1144930911494
205_22211221_2	-10.8	14.7911396394906
205_22221122_2	-11	72.1125254409329
205_22221223_3	-9.7	45.7075925068819
205_22231121_2	-7.8	75.2981121566649
205_22311123_1	-9.9	69.7401502291814
205_22312121_3	-9.2	60.799842655911
205_22321211_2	-9	48.4553487268853
205_22322112_2	-9.9	32.3390524383296
205_22331123_3	-8.4	76.3142803157669
205_22332122_2	-7.9	51.9603229312026
205_23111211_1	-7	82.8626437553203
205_23121113_2	-6.5	55.5393498587632
205_23121123_1	-6.5	72.5401842898368
205_23121213_1	-6.4	38.7039210001488
205_23122113_1	-7.3	14.7638201615666
205_23131211_2	-6.7	18.8722581955206
205_23131213_1	-7.5	70.5202815360979
205_23132112_1	-6.2	67.7676905488986
205_23132121_1	-7	64.0265614822553
205_23132122_1	-7	12.2971031448112
205_23211221_1	-6.6	71.1217635064108
205_23211223_3	-7.3	50.8832891082432
205_23221212_2	-7.4	26.189333309487
205_23231121_3	-7.5	64.9072893287021
205_23232122_3	-7.3	75.4644964014106
205_23312113_1	-7.1	72.0484584162376
205_23321222_3	-7.5	33.2012479770962
205_23322113_2	-6.5	84.1931459972822
205_23322122_2	-7.2	65.1688938224515
205_23331211_3	-6.6	79.1128238572034
205_23331222_2	-7.2	81.4310172439292
205_23332121_3	-6.4	47.4528778978507
205_23332123_2	-7.3	80.5856372077335
205_31111111_1	-12.4	7.92758246956278
205_31111113_1	-13.7	47.656441976542
205_31111121_1	-12.2	14.9380496007971
205_31111221_1	-14.2	12.1023016278744
205_31112123_2	-13.2	22.7437805014935
